0.95612764;1;0.5686;0.9054;0.1788;0.5259;0.9026;0.5879;0.2261;0.9091;0.2056;0.5472;0.1663;0.3296;0.0423;0.961;0.5262;0.2058
0.28256947;1;0.7967;0.8773;0.0886;0.4534;0.0246;0.6778;0.3364;0.0596;0.8771;0.2702;0.4296;0.145;0.1012;0.1229;0.3876;0.3647
0.21099332;2;0.4712;0.0711;0.2482;0.896;0.9255;0.2612;0.6815;0.303;0.0468;0.2019;0.3458;0.2094;0.4554;0.3018;0.4975;0.9895
0.46280053;2;0.6774;0.3853;0.3554;0.6752;0.7506;0.6226;0.7542;0.961;0.4562;0.2705;0.144;0.1014;0.0552;0.8735;0.5442;0.2242
0.6193796;2;0.5743;0.0711;0.2482;0.7856;0.7506;0.4419;0.7542;0.13199997;0.4562;0.2705;0.2449;0.2094;0.2553;0.3018;0.5442;0.9895
0.42808464;2;0.5743;0.0711;0.2482;0.7856;0.7506;0.4419;0.7542;0.13199997;0.4562;0.2705;0.2449;0.2094;0.2553;0.3018;0.5442;0.9895
0.28282776;2;0.4712;0.0711;0.2482;0.73039997;0.794325;0.4419;0.6815;0.13199997;0.2515;0.2362;0.2449;0.1824;0.2553;0.3018;0.532525;0.048174977
0.25126234;2;0.52275;0.0711;0.2482;0.7856;0.7506;0.4419;0.6815;0.13199997;0.2515;0.2705;0.2449;0.2094;0.2553;0.08765006;0.532525;0.9895
0.4758833;2;0.5743;0.0711;0.2482;0.6752;0.794325;0.4419;0.71784997;0.13199997;0.4562;0.2705;0.2449;0.2094;0.2553;0.08765006;0.52085;0.048174977
0.8738746;2;0.52275;0.0711;0.2482;0.7856;0.7506;0.4419;0.71784997;0.13199997;0.0468;0.2705;0.2449;0.15540001;0.2553;0.8735;0.532525;0.10685003
0.19526468;3;0.6151;0.2009;0.0193;0.7873;0.6788;0.9101;0.9202;0.8244;0.6023;0.8095;0.4729;0.9604;0.2673;0.9348;0.8702;0.5928
0.8356192;3;0.1712;0.9783;0.4279;0.4607;0.2386;0.6421;0.0546;0.6396;0.7523;0.1019;0.8405;0.0767;0.5062;0.0853;0.8643;0.2929
0.8541532;3;0.3404;0.1495;0.313;0.2839;0.9221;0.5942;0.139;0.9031;0.415;0.8077;0.0152;0.5398;0.8209;0.304;0.745;0.7605
0.21744762;3;0.3404;0.1495;0.313;0.2839;0.9221;0.5942;0.139;0.9031;0.415;0.8077;0.0152;0.5398;0.8209;0.304;0.745;0.7605
0.33493587;3;0.8489;0.99475;0.030299999;0.7873;0.6788;0.92005;0.1796;0.8506;0.0236;0.7861;0.1501;0.0364;0.1403;0.77515;0.93289995;0.6807
0.15709758;3;0.0827;0.7886;0.030299999;0.54885;0.6788;0.93;0.9202;0.8768;0.0236;0.7861;0.3115;0.99840003;0.1403;0.6155;0.8702;0.6807
0.097766556;3;0.8489;0.99475;0.030299999;0.7873;0.6344;0.92005;0.1796;0.8506;0.6023;0.8095;0.3115;0.9604;0.1403;0.77515;0.9956;0.6807
0.82909507;3;0.8489;0.99475;0.0358;0.7873;0.6122;0.93;0.1796;0.8768;0.6023;0.7861;0.2308;0.9604;0.1403;0.77515;0.9956;0.6807
0.3994367;3;0.0827;0.99475;0.0413;0.7873;0.59;0.92005;0.1796;0.8506;0.6023;0.7861;0.2308;0.9604;0.0768;0.6155;0.9956;0.6807
0.023661112;3;0.8489;0.891675;0.030299999;0.54885;0.6122;0.93;0.1796;0.86370003;0.6023;0.7861;0.2308;0.9604;0.0133;0.695325;0.9956;0.6807
0.720777;3;0.8489;0.891675;0.030299999;0.54885;0.6122;0.93;0.1796;0.86370003;0.6023;0.7861;0.2308;0.9604;0.0133;0.695325;0.9956;0.6807
0.06983474;5;0.5026;0.164;0.1155;0.9356;0.9846;0.4427;0.1336;0.1187;0.9272;0.548;0.3229;0.0995;0.7693;0.8182;0.4725;0.7312
0.5346099;5;0.2526;0.164;0.1155;0.4986;0.79975;0.4427;0.2816;0.1187;0.87090003;0.47134998;0.34065;0.9444;0.7693;0.8182;0.4262;0.4716
0.37589896;5;0.4486;6.0E-4;0.5913;0.7776;0.3445;0.0823;0.8091;0.5625;0.4503;0.7572;0.723;0.303;0.7841;0.0604;0.5871;0.4145
0.1968144;5;0.4486;6.0E-4;0.5913;0.9356;0.3445;0.4427;0.8091;0.3406;0.9272;0.6526;0.52295;0.20125;0.7767;0.0604;0.5298;0.57285
0.21260525;6;0.8222;0.584;0.1209;0.3775;0.0964;0.7176;0.0071;0.8757;0.9944;0.8681;0.8066;0.7376;0.71;0.6239;0.5887;0.7495
0.8424606;6;0.8216;0.6007;0.252;0.1765;0.0328;0.8667;0.7661;0.0725;0.9978;0.8663;0.2499;0.9081;0.7484;0.5337;0.4571;0.9792
0.6280503;6;0.8711;0.7909;0.5913;0.01789999;0.1831;0.0823;0.79375;0.5625;0.22775;0.7817;0.723;0.9531;0.7721;0.2946;0.5209;0.19239998
0.16406351;9;0.094;0.4526;0.1004;0.5302;0.2802;0.8354;0.4888;0.3761;0.6405;0.2449;0.4467;0.7142;0.1044;0.7397;0.1218;0.0155
0.6325191;9;0.094;0.4526;0.0594;0.398;0.2522;0.3229;0.4888;0.3761;0.6528;0.5044;0.4467;0.8721;0.1044;0.7397;0.14645;0.0155
0.13255128;9;0.094;0.53069997;0.1004;0.2658;0.2802;0.3229;0.4888;0.8167;0.64665;0.2449;0.29915;0.79315;0.712;0.61505;0.14645;0.0042999983
0.90038085;9;0.094;0.53069997;0.0594;0.398;0.2522;0.8354;0.3241;0.5964;0.6405;0.5044;0.1516;0.79315;0.1044;0.61505;0.14645;0.0042999983
0.35954392;9;0.094;0.4526;0.0184;0.2658;0.2802;0.3229;0.3241;0.5964;0.64665;0.2449;0.29915;0.79315;0.1044;0.4904;0.14645;0.9931
0.25277972;9;0.22375;0.53069997;0.1004;0.398;0.2802;0.8354;0.3241;0.3761;0.6405;0.37465;0.29915;0.8721;0.1044;0.61505;0.14645;0.9931
0.7224147;9;0.3535;0.6088;0.0184;0.2658;0.2802;0.8354;0.1594;0.8167;0.64665;0.37465;0.29915;0.79315;0.90819997;0.61505;0.1218;0.0155
0.77350986;9;0.094;0.4526;0.0594;0.5302;0.2522;0.07914996;0.4888;0.8167;0.6528;0.37465;0.4467;0.7142;0.90819997;0.7397;0.1218;0.0042999983
0.15750371;9;0.22375;0.53069997;0.0184;0.398;0.2662;0.07914996;0.1594;0.3761;0.6528;0.5044;0.4467;0.79315;0.712;0.7397;0.14645;0.0042999983
0.7080792;9;0.3535;0.4526;0.0184;0.398;0.2802;0.07914996;0.4888;0.5964;0.6405;0.2449;0.29915;0.8721;0.90819997;0.7397;0.14645;0.0155
0.39985794;9;0.094;0.53069997;0.1004;0.2658;0.2662;0.07914996;0.3241;0.3761;0.6528;0.5044;0.1516;0.79315;0.1044;0.4904;0.1218;0.0042999983
0.66857386;9;0.3535;0.4526;0.1004;0.5302;0.2662;0.3229;0.3241;0.8167;0.6405;0.2449;0.29915;0.7142;0.90819997;0.61505;0.1218;0.9931
0.9682809;9;0.22375;0.53069997;0.1004;0.5302;0.2662;0.8354;0.4888;0.8167;0.64665;0.37465;0.29915;0.7142;0.1044;0.61505;0.1711;0.0042999983
0.35590613;9;0.3535;0.53069997;0.1004;0.398;0.2802;0.3229;0.1594;0.5964;0.6405;0.5044;0.1516;0.79315;0.1044;0.7397;0.14645;0.0155
0.4470336;9;0.22375;0.53069997;0.0594;0.5302;0.2662;0.8354;0.3241;0.5964;0.6528;0.5044;0.29915;0.8721;0.90819997;0.61505;0.14645;0.9931
0.068299815;9;0.3535;0.4526;0.0594;0.398;0.2522;0.3229;0.1594;0.5964;0.6528;0.37465;0.1516;0.7142;0.1044;0.7397;0.1711;0.0155
0.06868889;9;0.22375;0.4526;0.0594;0.2658;0.2662;0.07914996;0.4888;0.5964;0.6528;0.2449;0.29915;0.7142;0.712;0.4904;0.1218;0.0155
0.12221284;9;0.22375;0.6088;0.0594;0.5302;0.2662;0.3229;0.4888;0.3761;0.6405;0.37465;0.1516;0.79315;0.712;0.4904;0.14645;0.0042999983
0.7138022;9;0.22375;0.6088;0.1004;0.5302;0.2662;0.8354;0.1594;0.5964;0.64665;0.5044;0.29915;0.7142;0.90819997;0.4904;0.1711;0.0155
0.586167;9;0.22375;0.53069997;0.1004;0.5302;0.2802;0.8354;0.3241;0.5964;0.6528;0.37465;0.29915;0.79315;0.1044;0.61505;0.1218;0.0042999983
0.6928372;9;0.094;0.6088;0.1004;0.398;0.2802;0.3229;0.1594;0.5964;0.64665;0.37465;0.4467;0.79315;0.1044;0.4904;0.14645;0.0042999983
0.10731976;9;0.3535;0.53069997;0.0594;0.5302;0.2522;0.07914996;0.4888;0.3761;0.6405;0.5044;0.4467;0.8721;0.90819997;0.61505;0.1711;0.0042999983
0.32722422;9;0.22375;0.53069997;0.0594;0.398;0.2522;0.8354;0.4888;0.3761;0.6405;0.5044;0.1516;0.7142;0.90819997;0.4904;0.1711;0.0155
0.30383474;9;0.3535;0.6088;0.0184;0.5302;0.2662;0.8354;0.1594;0.5964;0.64665;0.5044;0.1516;0.8721;0.1044;0.4904;0.14645;0.0042999983
0.2793113;9;0.22375;0.6088;0.0184;0.398;0.2662;0.8354;0.3241;0.8167;0.64665;0.37465;0.4467;0.7142;0.712;0.4904;0.14645;0.0155
0.04976649;6;0.1553;0.6334;0.1565;0.484;0.3224;0.8705;0.256;0.4836;0.6366;0.5138;0.3987;0.8382;0.7907;0.6867;0.0573;0.1992
0.559981;6;0.839;0.1576;0.0027;0.1092;0.0918;0.8798;0.2908;0.5692;0.4757;0.4922;0.181;0.3922;0.5546;0.322;0.6594;0.833
0.9229285;6;0.839;0.1576;0.0027;0.1092;0.0918;0.8798;0.2908;0.5692;0.4757;0.4922;0.181;0.3922;0.5546;0.322;0.6594;0.833
0.8888075;6;0.839;0.1576;0.0027;0.1092;0.0918;0.8798;0.2908;0.5692;0.4757;0.4922;0.181;0.3922;0.5546;0.322;0.6594;0.833
0.023058861;8;0.094;0.3772;0.03287494;0.3254;0.341;0.87074995;0.55865;0.5582;0.60225;0.40755;0.2749;0.3322;0.1044;0.4984;0.88014996;0.9049
0.73915136;8;0.1958;0.3772;0.07055;0.4278;0.341;0.63532495;0.4888;0.5582;0.7517;0.6748;0.2937;0.44044998;0.7759;0.40254998;0.8951;0.08354998
0.97609323;8;0.094;0.5578;0.03287494;0.4278;0.22919999;0.3999;0.6285;0.3714;0.7517;0.541175;0.2843;0.3322;0.94014996;0.40254998;0.88014996;0.2622
0.6636371;8;0.094;0.2869;0.9952;0.5302;0.22919999;0.63532495;0.4888;0.5582;0.60225;0.4743625;0.2843;0.5487;0.94014996;0.40254998;0.88014996;0.08354998
0.19290572;8;0.8906;0.4339;0.1174;0.9843;0.8287;0.3931;0.9965;0.7004;0.146;0.3956;0.7663;0.8299;0.5941;0.6877;0.2449;0.9124
0.87004405;8;0.2181;0.1669;0.1174;0.9843;0.8287;0.3931;0.8135;0.7004;0.98544997;0.3956;0.7663;0.8299;0.5941;0.6877;0.1621;0.14
0.7979448;9;0.2225;0.9153;0.1004;0.431;0.2571;0.74025;0.4846;0.78615;0.64665;0.37465;0.492225;0.7892;0.106350005;0.9179;0.29475;0.3951
